filename,numVars,numIfs,numLoops,numFuncs,numCalls,numFundTypes,numArrayTypes,numPointerTypes,numCompTypes,numThings,numLines,numLoads,numStores,numAddrSpaceCast,numAlloca,numAtomicCmpXchg,numAtomicRMW,numBitCast,numBranch,numCall,numCatchPad,numCatchReturn,numCatchSwitch,numCleanupPad,numCleanupReturn,numExtractElement,numExtractValue,numFCmp,numFence,numFPExt,numFPToSI,numFPToUI,numFPTrunc,numGetElementPtr,numICmp,numIndirectBr,numInsertElement,numInsertValue,numIntToPtr,numInvoke,numLandingPad,numLoad,numPHINode,numPtrToInt,numResume,numReturn,numSelect,numSExt,numShuffleVector,numSIToFP,numStore,numSwitch,numTrunc,numUIToFP,numUnreachable,numVAArg,numZExt
pthread-wmm/mix003_power.oepc_false-unreach-call.i,8,124,0,8,46,5,0,3,0,443,835,198,59,0,0,0,0,0,215,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,198,47,0,0,8,2,0,0,0,59,0,156,0,1,0,61,0
pthread-wmm/mix003_tso.opt_false-unreach-call.i,8,146,0,8,48,5,0,3,0,505,952,233,62,0,0,0,0,0,253,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,233,56,0,0,8,4,0,0,0,62,0,183,0,1,0,64,0
pthread-wmm/mix004_power.opt_false-unreach-call.i,10,147,0,9,58,6,0,4,0,528,979,237,67,0,0,0,0,0,254,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,237,56,0,0,9,4,0,0,0,67,0,184,0,1,0,65,0
pthread-wmm/mix004_pso.oepc_false-unreach-call.i,10,141,0,9,56,6,0,4,0,510,956,225,69,0,0,0,0,0,244,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,225,53,0,0,9,2,0,0,0,69,0,177,0,1,0,70,0
pthread-wmm/mix004_rmo.oepc_false-unreach-call.i,10,141,0,9,56,6,0,4,0,510,956,225,69,0,0,0,0,0,244,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,225,53,0,0,9,2,0,0,0,69,0,177,0,1,0,70,0
pthread-wmm/mix005_rmo.oepc_false-unreach-call.i,10,141,0,9,56,6,0,4,0,509,955,224,69,0,0,0,0,0,244,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,224,53,0,0,9,2,0,0,0,69,0,177,0,1,0,70,0
pthread-wmm/mix006_power.oepc_false-unreach-call.i,8,124,0,8,46,5,0,3,0,442,834,197,59,0,0,0,0,0,215,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,197,47,0,0,8,2,0,0,0,59,0,156,0,1,0,61,0
pthread-wmm/mix006_rmo.oepc_false-unreach-call.i,8,124,0,8,46,5,0,3,0,442,834,197,59,0,0,0,0,0,215,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,197,47,0,0,8,2,0,0,0,59,0,156,0,1,0,61,0
pthread-wmm/mix007_rmo.opt_false-unreach-call.i,10,147,0,9,58,6,0,4,0,527,978,236,67,0,0,0,0,0,254,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,236,56,0,0,9,4,0,0,0,67,0,184,0,1,0,65,0
pthread-wmm/mix008_rmo.oepc_false-unreach-call.i,10,141,0,9,56,6,0,4,0,508,954,223,69,0,0,0,0,0,244,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,223,53,0,0,9,2,0,0,0,69,0,177,0,1,0,70,0
pthread-wmm/mix009_pso.opt_false-unreach-call.i,6,145,0,7,40,4,0,2,0,485,924,229,58,0,0,0,0,0,252,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,229,56,0,0,7,4,0,0,0,58,0,182,0,1,0,63,0
pthread-wmm/mix009_rmo.opt_false-unreach-call.i,6,145,0,7,40,4,0,2,0,485,924,229,58,0,0,0,0,0,252,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,229,56,0,0,7,4,0,0,0,58,0,182,0,1,0,63,0
pthread-wmm/mix009_tso.oepc_false-unreach-call.i,6,107,0,7,38,4,0,2,0,379,717,171,50,0,0,0,0,0,186,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,171,41,0,0,7,2,0,0,0,50,0,135,0,1,0,52,0
pthread-wmm/mix009_tso.opt_false-unreach-call.i,6,145,0,7,40,4,0,2,0,485,924,229,58,0,0,0,0,0,252,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,229,56,0,0,7,4,0,0,0,58,0,182,0,1,0,63,0
pthread-wmm/mix010_power.oepc_false-unreach-call.i,8,124,0,8,48,5,0,3,0,446,838,198,60,0,0,0,0,0,215,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,198,47,0,0,8,2,0,0,0,60,0,156,0,1,0,61,0
pthread-wmm/mix011_power.oepc_false-unreach-call.i,8,124,0,8,48,5,0,3,0,445,837,197,60,0,0,0,0,0,215,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,197,47,0,0,8,2,0,0,0,60,0,156,0,1,0,61,0
pthread-wmm/mix011_pso.oepc_false-unreach-call.i,8,124,0,8,48,5,0,3,0,445,837,197,60,0,0,0,0,0,215,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,197,47,0,0,8,2,0,0,0,60,0,156,0,1,0,61,0
pthread-wmm/mix011_pso.opt_false-unreach-call.i,8,146,0,8,50,5,0,3,0,507,954,232,63,0,0,0,0,0,253,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,232,56,0,0,8,4,0,0,0,63,0,183,0,1,0,64,0
pthread-wmm/mix011_rmo.opt_false-unreach-call.i,8,146,0,8,50,5,0,3,0,507,954,232,63,0,0,0,0,0,253,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,232,56,0,0,8,4,0,0,0,63,0,183,0,1,0,64,0
pthread-wmm/mix011_tso.oepc_false-unreach-call.i,8,124,0,8,48,5,0,3,0,445,837,197,60,0,0,0,0,0,215,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,197,47,0,0,8,2,0,0,0,60,0,156,0,1,0,61,0
pthread-wmm/mix012_rmo.oepc_false-unreach-call.i,6,106,0,7,34,4,0,2,0,370,707,169,48,0,0,0,0,0,185,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,169,41,0,0,7,2,0,0,0,48,0,135,0,1,0,52,0
pthread-wmm/mix012_tso.oepc_false-unreach-call.i,6,106,0,7,34,4,0,2,0,370,707,169,48,0,0,0,0,0,185,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,169,41,0,0,7,2,0,0,0,48,0,135,0,1,0,52,0
pthread-wmm/mix013_tso.oepc_false-unreach-call.i,10,141,0,9,56,6,0,4,0,510,956,225,69,0,0,0,0,0,244,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,225,53,0,0,9,2,0,0,0,69,0,177,0,1,0,70,0
pthread-wmm/mix014_power.opt_false-unreach-call.i,10,147,0,9,58,6,0,4,0,527,978,236,67,0,0,0,0,0,254,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,236,56,0,0,9,4,0,0,0,67,0,184,0,1,0,65,0
pthread-wmm/mix015_tso.opt_false-unreach-call.i,8,146,0,8,50,5,0,3,0,508,955,233,63,0,0,0,0,0,253,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,233,56,0,0,8,4,0,0,0,63,0,183,0,1,0,64,0
pthread-wmm/mix017_power.opt_false-unreach-call.i,10,108,0,9,54,6,0,4,0,416,761,177,58,0,0,0,0,0,187,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,177,41,0,0,9,2,0,0,0,58,0,137,0,1,0,54,0
pthread-wmm/mix017_rmo.oepc_false-unreach-call.i,10,140,0,9,54,6,0,4,0,504,949,223,68,0,0,0,0,0,243,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,223,53,0,0,9,2,0,0,0,68,0,177,0,1,0,70,0
pthread-wmm/mix018_power.oepc_false-unreach-call.i,10,140,0,9,54,6,0,4,0,503,948,222,68,0,0,0,0,0,243,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,222,53,0,0,9,2,0,0,0,68,0,177,0,1,0,70,0
pthread-wmm/mix018_pso.oepc_false-unreach-call.i,10,140,0,9,54,6,0,4,0,503,948,222,68,0,0,0,0,0,243,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,222,53,0,0,9,2,0,0,0,68,0,177,0,1,0,70,0
pthread-wmm/mix018_rmo.oepc_false-unreach-call.i,10,140,0,9,54,6,0,4,0,503,948,222,68,0,0,0,0,0,243,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,222,53,0,0,9,2,0,0,0,68,0,177,0,1,0,70,0
pthread-wmm/mix018_tso.opt_false-unreach-call.i,10,146,0,9,56,6,0,4,0,521,971,234,66,0,0,0,0,0,253,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,234,56,0,0,9,4,0,0,0,66,0,184,0,1,0,65,0
pthread-wmm/mix019_pso.oepc_false-unreach-call.i,8,123,0,8,44,5,0,3,0,436,827,195,58,0,0,0,0,0,214,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,195,47,0,0,8,2,0,0,0,58,0,156,0,1,0,61,0
pthread-wmm/mix019_pso.opt_false-unreach-call.i,8,145,0,8,46,5,0,3,0,498,944,230,61,0,0,0,0,0,252,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,230,56,0,0,8,4,0,0,0,61,0,183,0,1,0,64,0
pthread-wmm/mix019_rmo.opt_false-unreach-call.i,8,145,0,8,46,5,0,3,0,498,944,230,61,0,0,0,0,0,252,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,230,56,0,0,8,4,0,0,0,61,0,183,0,1,0,64,0
pthread-wmm/mix020_pso.opt_false-unreach-call.i,10,146,0,9,56,6,0,4,0,521,971,234,66,0,0,0,0,0,253,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,234,56,0,0,9,4,0,0,0,66,0,184,0,1,0,65,0
pthread-wmm/mix021_power.opt_false-unreach-call.i,10,146,0,9,56,6,0,4,0,520,970,233,66,0,0,0,0,0,253,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,233,56,0,0,9,4,0,0,0,66,0,184,0,1,0,65,0
pthread-wmm/mix021_pso.opt_false-unreach-call.i,10,146,0,9,56,6,0,4,0,520,970,233,66,0,0,0,0,0,253,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,233,56,0,0,9,4,0,0,0,66,0,184,0,1,0,65,0
pthread-wmm/mix021_rmo.opt_false-unreach-call.i,10,146,0,9,56,6,0,4,0,520,970,233,66,0,0,0,0,0,253,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,233,56,0,0,9,4,0,0,0,66,0,184,0,1,0,65,0
pthread-wmm/mix022_power.oepc_false-unreach-call.i,6,106,0,7,34,4,0,2,0,369,706,168,48,0,0,0,0,0,185,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,168,41,0,0,7,2,0,0,0,48,0,135,0,1,0,52,0
pthread-wmm/mix022_power.opt_false-unreach-call.i,6,106,0,7,34,4,0,2,0,369,706,168,48,0,0,0,0,0,185,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,168,41,0,0,7,2,0,0,0,48,0,135,0,1,0,52,0
pthread-wmm/mix022_rmo.oepc_false-unreach-call.i,6,106,0,7,34,4,0,2,0,369,706,168,48,0,0,0,0,0,185,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,168,41,0,0,7,2,0,0,0,48,0,135,0,1,0,52,0
pthread-wmm/mix023_power.oepc_false-unreach-call.i,10,141,0,9,56,6,0,4,0,508,954,223,69,0,0,0,0,0,244,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,223,53,0,0,9,2,0,0,0,69,0,177,0,1,0,70,0
pthread-wmm/mix023_rmo.oepc_false-unreach-call.i,10,141,0,9,56,6,0,4,0,508,954,223,69,0,0,0,0,0,244,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,223,53,0,0,9,2,0,0,0,69,0,177,0,1,0,70,0
pthread-wmm/mix023_tso.opt_false-unreach-call.i,10,352,0,9,63,6,0,4,0,1110,2189,544,132,0,0,0,0,0,612,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,544,135,0,0,9,8,0,0,0,132,0,446,0,1,0,158,0
pthread-wmm/mix024_power.opt_false-unreach-call.i,8,108,0,8,48,5,0,3,0,401,741,174,55,0,0,0,0,0,187,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,174,41,0,0,8,2,0,0,0,55,0,136,0,1,0,53,0
pthread-wmm/mix024_pso.opt_false-unreach-call.i,8,108,0,8,48,5,0,3,0,401,741,174,55,0,0,0,0,0,187,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,174,41,0,0,8,2,0,0,0,55,0,136,0,1,0,53,0
pthread-wmm/mix024_rmo.opt_false-unreach-call.i,8,108,0,8,48,5,0,3,0,401,741,174,55,0,0,0,0,0,187,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,174,41,0,0,8,2,0,0,0,55,0,136,0,1,0,53,0
pthread-wmm/mix024_tso.opt_false-unreach-call.i,8,124,0,8,48,5,0,3,0,445,837,197,60,0,0,0,0,0,215,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,197,47,0,0,8,2,0,0,0,60,0,156,0,1,0,61,0
pthread-wmm/mix025_rmo.oepc_false-unreach-call.i,8,123,0,8,44,5,0,3,0,436,827,195,58,0,0,0,0,0,214,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,195,47,0,0,8,2,0,0,0,58,0,156,0,1,0,61,0
pthread-wmm/mix025_tso.oepc_false-unreach-call.i,8,123,0,8,44,5,0,3,0,436,827,195,58,0,0,0,0,0,214,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,195,47,0,0,8,2,0,0,0,58,0,156,0,1,0,61,0
pthread-wmm/mix026_rmo.oepc_false-unreach-call.i,10,140,0,9,54,6,0,4,0,503,948,222,68,0,0,0,0,0,243,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,222,53,0,0,9,2,0,0,0,68,0,177,0,1,0,70,0
pthread-wmm/mix026_rmo.opt_false-unreach-call.i,10,108,0,9,54,6,0,4,0,415,760,176,58,0,0,0,0,0,187,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,176,41,0,0,9,2,0,0,0,58,0,137,0,1,0,54,0
pthread-wmm/mix027_power.opt_false-unreach-call.i,10,108,0,9,54,6,0,4,0,414,759,175,58,0,0,0,0,0,187,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,175,41,0,0,9,2,0,0,0,58,0,137,0,1,0,54,0
pthread-wmm/mix027_pso.oepc_false-unreach-call.i,10,140,0,9,54,6,0,4,0,502,947,221,68,0,0,0,0,0,243,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,221,53,0,0,9,2,0,0,0,68,0,177,0,1,0,70,0
pthread-wmm/mix027_tso.oepc_false-unreach-call.i,10,140,0,9,54,6,0,4,0,502,947,221,68,0,0,0,0,0,243,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,221,53,0,0,9,2,0,0,0,68,0,177,0,1,0,70,0
pthread-wmm/mix027_tso.opt_false-unreach-call.i,10,140,0,9,54,6,0,4,0,502,947,221,68,0,0,0,0,0,243,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,221,53,0,0,9,2,0,0,0,68,0,177,0,1,0,70,0
pthread-wmm/mix029_power.oepc_false-unreach-call.i,10,140,0,9,54,6,0,4,0,502,947,221,68,0,0,0,0,0,243,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,221,53,0,0,9,2,0,0,0,68,0,177,0,1,0,70,0
pthread-wmm/mix029_power.opt_false-unreach-call.i,10,124,0,9,54,6,0,4,0,458,853,198,63,0,0,0,0,0,215,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,198,47,0,0,9,2,0,0,0,63,0,157,0,1,0,62,0
pthread-wmm/mix029_pso.oepc_false-unreach-call.i,10,140,0,9,54,6,0,4,0,502,947,221,68,0,0,0,0,0,243,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,221,53,0,0,9,2,0,0,0,68,0,177,0,1,0,70,0
pthread-wmm/mix029_rmo.opt_false-unreach-call.i,10,124,0,9,54,6,0,4,0,458,853,198,63,0,0,0,0,0,215,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,198,47,0,0,9,2,0,0,0,63,0,157,0,1,0,62,0
pthread-wmm/mix030_pso.opt_false-unreach-call.i,10,124,0,9,54,6,0,4,0,457,852,197,63,0,0,0,0,0,215,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,197,47,0,0,9,2,0,0,0,63,0,157,0,1,0,62,0
pthread-wmm/mix030_tso.oepc_false-unreach-call.i,10,162,0,9,56,6,0,4,0,563,1063,255,71,0,0,0,0,0,281,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,255,62,0,0,9,4,0,0,0,71,0,204,0,1,0,73,0
pthread-wmm/mix031_pso.oepc_false-unreach-call.i,6,107,0,7,40,4,0,2,0,382,720,171,51,0,0,0,0,0,186,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,171,41,0,0,7,2,0,0,0,51,0,135,0,1,0,52,0
pthread-wmm/mix031_rmo.oepc_false-unreach-call.i,6,107,0,7,40,4,0,2,0,382,720,171,51,0,0,0,0,0,186,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,171,41,0,0,7,2,0,0,0,51,0,135,0,1,0,52,0
pthread-wmm/mix031_tso.oepc_false-unreach-call.i,6,107,0,7,40,4,0,2,0,382,720,171,51,0,0,0,0,0,186,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,171,41,0,0,7,2,0,0,0,51,0,135,0,1,0,52,0
pthread-wmm/mix032_power.opt_false-unreach-call.i,8,92,0,8,50,5,0,3,0,361,653,152,51,0,0,0,0,0,159,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,152,35,0,0,8,2,0,0,0,51,0,116,0,1,0,45,0
pthread-wmm/mix032_pso.oepc_false-unreach-call.i,8,124,0,8,50,5,0,3,0,449,841,198,61,0,0,0,0,0,215,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,198,47,0,0,8,2,0,0,0,61,0,156,0,1,0,61,0
pthread-wmm/mix032_pso.opt_false-unreach-call.i,8,92,0,8,50,5,0,3,0,361,653,152,51,0,0,0,0,0,159,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,152,35,0,0,8,2,0,0,0,51,0,116,0,1,0,45,0
pthread-wmm/mix032_rmo.oepc_false-unreach-call.i,8,124,0,8,50,5,0,3,0,449,841,198,61,0,0,0,0,0,215,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,198,47,0,0,8,2,0,0,0,61,0,156,0,1,0,61,0
pthread-wmm/mix032_tso.oepc_false-unreach-call.i,8,124,0,8,50,5,0,3,0,449,841,198,61,0,0,0,0,0,215,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,198,47,0,0,8,2,0,0,0,61,0,156,0,1,0,61,0
pthread-wmm/mix033_power.opt_false-unreach-call.i,8,92,0,8,50,5,0,3,0,360,652,151,51,0,0,0,0,0,159,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,151,35,0,0,8,2,0,0,0,51,0,116,0,1,0,45,0
pthread-wmm/mix033_pso.oepc_false-unreach-call.i,8,124,0,8,50,5,0,3,0,448,840,197,61,0,0,0,0,0,215,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,197,47,0,0,8,2,0,0,0,61,0,156,0,1,0,61,0
pthread-wmm/mix033_pso.opt_false-unreach-call.i,8,92,0,8,50,5,0,3,0,360,652,151,51,0,0,0,0,0,159,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,151,35,0,0,8,2,0,0,0,51,0,116,0,1,0,45,0
pthread-wmm/mix034_pso.oepc_false-unreach-call.i,6,106,0,7,36,4,0,2,0,373,710,169,49,0,0,0,0,0,185,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,169,41,0,0,7,2,0,0,0,49,0,135,0,1,0,52,0
pthread-wmm/mix034_pso.opt_false-unreach-call.i,6,90,0,7,36,4,0,2,0,329,614,146,44,0,0,0,0,0,157,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,146,35,0,0,7,2,0,0,0,44,0,115,0,1,0,44,0
pthread-wmm/mix034_tso.opt_false-unreach-call.i,6,90,0,7,36,4,0,2,0,329,614,146,44,0,0,0,0,0,157,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,146,35,0,0,7,2,0,0,0,44,0,115,0,1,0,44,0
pthread-wmm/mix035_power.oepc_false-unreach-call.i,8,123,0,8,46,5,0,3,0,440,831,196,59,0,0,0,0,0,214,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,196,47,0,0,8,2,0,0,0,59,0,156,0,1,0,61,0
pthread-wmm/mix035_rmo.oepc_false-unreach-call.i,8,123,0,8,46,5,0,3,0,440,831,196,59,0,0,0,0,0,214,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,196,47,0,0,8,2,0,0,0,59,0,156,0,1,0,61,0
pthread-wmm/mix036_power.oepc_false-unreach-call.i,10,140,0,9,56,6,0,4,0,507,952,223,69,0,0,0,0,0,243,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,223,53,0,0,9,2,0,0,0,69,0,177,0,1,0,70,0
pthread-wmm/mix036_pso.oepc_false-unreach-call.i,10,140,0,9,56,6,0,4,0,507,952,223,69,0,0,0,0,0,243,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,223,53,0,0,9,2,0,0,0,69,0,177,0,1,0,70,0
pthread-wmm/mix036_rmo.opt_false-unreach-call.i,10,108,0,9,56,6,0,4,0,419,764,177,59,0,0,0,0,0,187,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,177,41,0,0,9,2,0,0,0,59,0,137,0,1,0,54,0
pthread-wmm/mix037_power.oepc_false-unreach-call.i,10,140,0,9,56,6,0,4,0,506,951,222,69,0,0,0,0,0,243,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,222,53,0,0,9,2,0,0,0,69,0,177,0,1,0,70,0
pthread-wmm/mix037_pso.opt_false-unreach-call.i,10,92,0,9,56,6,0,4,0,374,669,153,54,0,0,0,0,0,159,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,153,35,0,0,9,2,0,0,0,54,0,117,0,1,0,46,0
pthread-wmm/mix037_rmo.oepc_false-unreach-call.i,10,140,0,9,56,6,0,4,0,506,951,222,69,0,0,0,0,0,243,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,222,53,0,0,9,2,0,0,0,69,0,177,0,1,0,70,0
pthread-wmm/mix038_power.opt_false-unreach-call.i,8,91,0,8,46,5,0,3,0,351,642,149,49,0,0,0,0,0,158,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,149,35,0,0,8,2,0,0,0,49,0,116,0,1,0,45,0
pthread-wmm/mix038_rmo.oepc_false-unreach-call.i,8,123,0,8,46,5,0,3,0,439,830,195,59,0,0,0,0,0,214,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,195,47,0,0,8,2,0,0,0,59,0,156,0,1,0,61,0
pthread-wmm/mix039_pso.oepc_false-unreach-call.i,10,140,0,9,56,6,0,4,0,506,951,222,69,0,0,0,0,0,243,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,222,53,0,0,9,2,0,0,0,69,0,177,0,1,0,70,0
pthread-wmm/mix039_rmo.oepc_false-unreach-call.i,10,140,0,9,56,6,0,4,0,506,951,222,69,0,0,0,0,0,243,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,222,53,0,0,9,2,0,0,0,69,0,177,0,1,0,70,0
pthread-wmm/mix039_tso.oepc_false-unreach-call.i,10,140,0,9,56,6,0,4,0,506,951,222,69,0,0,0,0,0,243,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,222,53,0,0,9,2,0,0,0,69,0,177,0,1,0,70,0
pthread-wmm/mix040_rmo.oepc_false-unreach-call.i,10,140,0,9,56,6,0,4,0,505,950,221,69,0,0,0,0,0,243,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,221,53,0,0,9,2,0,0,0,69,0,177,0,1,0,70,0
pthread-wmm/mix040_tso.oepc_false-unreach-call.i,10,124,0,9,56,6,0,4,0,461,856,198,64,0,0,0,0,0,215,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,198,47,0,0,9,2,0,0,0,64,0,157,0,1,0,62,0
pthread-wmm/mix040_tso.opt_false-unreach-call.i,10,92,0,9,56,6,0,4,0,373,668,152,54,0,0,0,0,0,159,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,152,35,0,0,9,2,0,0,0,54,0,117,0,1,0,46,0
pthread-wmm/mix041_rmo.oepc_false-unreach-call.i,6,106,0,7,36,4,0,2,0,372,709,168,49,0,0,0,0,0,185,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,168,41,0,0,7,2,0,0,0,49,0,135,0,1,0,52,0
pthread-wmm/mix042_rmo.opt_false-unreach-call.i,8,107,0,8,46,5,0,3,0,395,736,172,54,0,0,0,0,0,186,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,172,41,0,0,8,2,0,0,0,54,0,136,0,1,0,53,0
